transaction_key,fund_key,transaction_date_key,investor_id,transaction_type,amount,units,nav,state,kyc_status,source_file
3527,4,20250501,INV00199,SIP,26087.47,198.35,42.52,Gujarat,Verified,synthetic_transactions
3528,6,20250501,INV00240,SIP,22940.28,112.2,109.07,Gujarat,Verified,synthetic_transactions
3529,2,20250501,INV00004,SIP,25464.93,152.15,158.21,Telangana,Verified,synthetic_transactions
3530,5,20250501,INV00180,LUMPSUM,49165.95,634.33,144.06,Tamil Nadu,Verified,synthetic_transactions
3531,4,20250501,INV00211,LUMPSUM,42814.51,2943.46,173.36,Uttar Pradesh,Verified,synthetic_transactions
3532,5,20250501,INV00047,SIP,32682.9,199.58,55.42,West Bengal,Verified,synthetic_transactions
3533,2,20250501,INV00141,SIP,30273.99,564.92,63.44,Gujarat,Verified,synthetic_transactions
3534,5,20250501,INV00030,SIP,26735.04,200.15,210.19,Tamil Nadu,Verified,synthetic_transactions
3535,1,20250501,INV00226,SIP,25185.57,1910.36,209.57,Tamil Nadu,Verified,synthetic_transactions
3536,4,20250501,INV00214,SIP,26948.47,129.64,246.87,Delhi,Verified,synthetic_transactions
3537,3,20250501,INV00149,SIP,31432.75,207.42,194.98,West Bengal,Verified,synthetic_transactions
3538,1,20250501,INV00138,SIP,25514.06,217.12,78.78,Karnataka,Verified,synthetic_transactions
3539,2,20250501,INV00090,SIP,29961.49,337.16,147.2,West Bengal,Verified,synthetic_transactions
3540,6,20250501,INV00249,SIP,31007.34,176.79,10.03,Andhra Pradesh,Verified,synthetic_transactions
3541,1,20250501,INV00229,SIP,31883.41,349.23,86.24,Uttar Pradesh,Verified,synthetic_transactions
3542,2,20250501,INV00174,SIP,32060.62,129.03,100.28,Maharashtra,Verified,synthetic_transactions
3543,2,20250501,INV00038,SIP,28991.08,129.88,132.8,Maharashtra,Verified,synthetic_transactions
3544,1,20250501,INV00133,LUMPSUM,44036.23,176.65,47.55,Delhi,Verified,synthetic_transactions
3545,3,20250501,INV00207,SIP,31770.52,1155.9,99.66,Telangana,Verified,synthetic_transactions
3546,3,20250501,INV00205,SIP,30945.58,475.43,211.76,Delhi,Verified,synthetic_transactions
3547,1,20250501,INV00066,SIP,29532.75,363.94,115.38,Maharashtra,Verified,synthetic_transactions
3548,3,20250501,INV00201,SIP,27150.53,149.9,53.79,Maharashtra,Verified,synthetic_transactions
3549,3,20250501,INV00168,SIP,24357.33,1396.37,75.37,Rajasthan,Verified,synthetic_transactions
3550,3,20250501,INV00218,SIP,23464.28,140.52,25.49,Maharashtra,Verified,synthetic_transactions
3551,1,20250501,INV00113,SIP,29750.65,141.66,59.23,Tamil Nadu,Verified,synthetic_transactions
3552,3,20250501,INV00228,SIP,28266.05,223.21,33.66,Uttar Pradesh,Verified,synthetic_transactions
3553,6,20250501,INV00103,SIP,27707.12,162.34,80.78,West Bengal,Verified,synthetic_transactions
3554,5,20250501,INV00173,SIP,31621.56,2282.01,40.54,Rajasthan,Verified,synthetic_transactions
3555,1,20250501,INV00043,SIP,29193.63,399.54,177.28,Maharashtra,Verified,synthetic_transactions
3556,5,20250501,INV00036,LUMPSUM,48772.58,354.8,69.77,Telangana,Verified,synthetic_transactions
3557,3,20250501,INV00186,LUMPSUM,48728.13,2174.27,177.51,Gujarat,Verified,synthetic_transactions
3558,1,20250501,INV00176,LUMPSUM,46147.77,232.22,175.38,Maharashtra,Verified,synthetic_transactions
3559,3,20250501,INV00114,SIP,26180.05,271.86,47.83,Tamil Nadu,Verified,synthetic_transactions
3560,4,20250501,INV00017,SIP,28406.34,174.16,247.01,Gujarat,Verified,synthetic_transactions
3561,3,20250501,INV00060,SIP,27665.26,728.91,129.72,West Bengal,Verified,synthetic_transactions
3562,5,20250501,INV00006,SIP,29641.76,833.65,177.55,Uttar Pradesh,Verified,synthetic_transactions
3563,3,20250501,INV00034,LUMPSUM,43851.87,205.78,131.88,Rajasthan,Verified,synthetic_transactions
3564,2,20250501,INV00063,SIP,28817.15,342.02,225.81,Delhi,Verified,synthetic_transactions
3565,2,20250501,INV00121,SIP,29089.08,152.11,63.59,Gujarat,Verified,synthetic_transactions
3566,4,20250501,INV00126,SIP,30498.6,238.39,221.02,Maharashtra,Verified,synthetic_transactions
3567,1,20250501,INV00189,LUMPSUM,44662.38,271.62,145.17,Maharashtra,Pending,synthetic_transactions
3568,1,20250501,INV00155,SIP,29102.04,138.4,235.66,West Bengal,Verified,synthetic_transactions
3569,6,20250501,INV00070,SIP,32356.42,172.28,99.67,Gujarat,Verified,synthetic_transactions
3570,4,20250501,INV00151,SIP,30699.38,190.58,103.35,Andhra Pradesh,Verified,synthetic_transactions
3571,6,20250501,INV00223,SIP,30008.56,359.05,240.31,Karnataka,Verified,synthetic_transactions
3572,3,20250501,INV00231,SIP,32729.5,251.96,135.5,Karnataka,Pending,synthetic_transactions
3573,3,20250501,INV00024,LUMPSUM,46832.9,191.29,88.93,Gujarat,Verified,synthetic_transactions
3574,1,20250501,INV00150,SIP,31577.17,204.21,83.29,Gujarat,Verified,synthetic_transactions
3575,6,20250501,INV00027,SIP,23662.28,124.85,35.04,Karnataka,Verified,synthetic_transactions
3576,4,20250501,INV00124,SIP,26101.65,117.23,239.1,Uttar Pradesh,Verified,synthetic_transactions
3577,1,20250501,INV00152,SIP,26537.41,245.8,159.56,Maharashtra,Verified,synthetic_transactions
3578,5,20250501,INV00148,LUMPSUM,44298.44,225.35,153.78,Karnataka,Verified,synthetic_transactions
3579,4,20250501,INV00145,SIP,27400.87,150.78,36.13,Delhi,Verified,synthetic_transactions
3580,6,20250501,INV00112,SIP,31138.98,300.22,58.35,Rajasthan,Verified,synthetic_transactions
3581,2,20250501,INV00198,SIP,28159.35,120.85,64.59,Tamil Nadu,Verified,synthetic_transactions
3582,2,20250501,INV00190,SIP,29457.87,331.52,33.88,Telangana,Pending,synthetic_transactions
3583,1,20250501,INV00101,LUMPSUM,47680.36,319.28,16.97,Telangana,Verified,synthetic_transactions
3584,1,20250501,INV00131,SIP,33759.23,523.1,54.27,Rajasthan,Verified,synthetic_transactions
3585,6,20250501,INV00135,SIP,27961.76,199.72,148.97,Delhi,Verified,synthetic_transactions
3586,2,20250501,INV00153,SIP,28692.18,360.92,67.05,Uttar Pradesh,Verified,synthetic_transactions
3587,3,20250501,INV00076,SIP,33773.32,443.82,42.78,Andhra Pradesh,Verified,synthetic_transactions
3588,5,20250501,INV00165,LUMPSUM,40309.41,1919.58,48.06,Karnataka,Verified,synthetic_transactions
3589,3,20250501,INV00163,SIP,27953.09,264.04,221.73,Maharashtra,Verified,synthetic_transactions
3590,2,20250501,INV00029,LUMPSUM,47580.09,205.86,245.2,Telangana,Verified,synthetic_transactions
3591,5,20250501,INV00156,SIP,30698.28,190.98,173.43,Uttar Pradesh,Verified,synthetic_transactions
3592,3,20250501,INV00130,LUMPSUM,44364.25,275.84,114.55,Delhi,Verified,synthetic_transactions
3593,1,20250501,INV00094,SIP,27201.7,175.27,84.39,Maharashtra,Verified,synthetic_transactions
3594,3,20250501,INV00080,SIP,26259.85,267.44,241.26,Uttar Pradesh,Verified,synthetic_transactions
3595,5,20250501,INV00119,LUMPSUM,45763.7,737.99,249.12,Karnataka,Verified,synthetic_transactions
3596,5,20250501,INV00230,SIP,26479.0,245.2,198.21,Tamil Nadu,Verified,synthetic_transactions
3597,4,20250501,INV00197,SIP,27765.91,128.64,187.52,Karnataka,Verified,synthetic_transactions
3598,4,20250501,INV00143,SIP,27562.7,126.58,165.39,Maharashtra,Verified,synthetic_transactions
3599,4,20250501,INV00202,SIP,30883.92,150.54,204.57,West Bengal,Verified,synthetic_transactions
3600,2,20250501,INV00065,SIP,31366.76,541.09,249.05,Karnataka,Verified,synthetic_transactions
3601,4,20250501,INV00044,SIP,29197.31,147.58,148.89,Andhra Pradesh,Verified,synthetic_transactions
3602,3,20250501,INV00238,LUMPSUM,49838.11,759.49,32.24,West Bengal,Verified,synthetic_transactions
3603,2,20250501,INV00087,SIP,29179.84,132.16,160.67,Maharashtra,Verified,synthetic_transactions
3604,4,20250501,INV00025,LUMPSUM,45510.34,261.57,114.58,Gujarat,Verified,synthetic_transactions
3605,4,20250501,INV00193,SIP,29314.02,179.68,197.29,Maharashtra,Verified,synthetic_transactions
3606,4,20250501,INV00219,LUMPSUM,46898.86,250.91,19.61,Rajasthan,Verified,synthetic_transactions
3607,4,20250501,INV00195,SIP,29891.97,360.78,84.65,Rajasthan,Verified,synthetic_transactions
3608,5,20250501,INV00122,SIP,23240.71,195.57,108.86,Karnataka,Verified,synthetic_transactions
3609,3,20250601,INV00111,SIP,30579.04,142.56,112.02,Telangana,Verified,synthetic_transactions
3610,1,20250601,INV00102,LUMPSUM,45568.36,327.1,140.81,Maharashtra,Verified,synthetic_transactions
3611,3,20250601,INV00201,LUMPSUM,48376.55,301.67,217.77,Maharashtra,Verified,synthetic_transactions
3612,6,20250601,INV00056,SIP,32310.58,240.45,71.87,Delhi,Verified,synthetic_transactions
3613,6,20250601,INV00203,SIP,30549.73,336.27,215.6,Tamil Nadu,Verified,synthetic_transactions
3614,6,20250601,INV00155,SIP,29959.52,125.59,128.04,West Bengal,Verified,synthetic_transactions
3615,2,20250601,INV00010,SIP,29124.25,287.44,244.13,Telangana,Verified,synthetic_transactions
3616,4,20250601,INV00246,LUMPSUM,48419.01,2576.29,216.48,Gujarat,Verified,synthetic_transactions
3617,3,20250601,INV00118,SIP,19996.74,319.84,61.48,Telangana,Verified,synthetic_transactions
3618,5,20250601,INV00200,SIP,26999.68,193.17,41.39,Rajasthan,Verified,synthetic_transactions
3619,6,20250601,INV00167,SIP,28876.57,121.58,248.16,Rajasthan,Verified,synthetic_transactions
3620,6,20250601,INV00161,SIP,27359.83,517.96,146.61,Maharashtra,Verified,synthetic_transactions
3621,2,20250601,INV00121,SIP,28434.3,157.96,82.24,Gujarat,Verified,synthetic_transactions
3622,3,20250601,INV00222,SIP,25075.34,913.61,34.75,Delhi,Pending,synthetic_transactions
3623,2,20250601,INV00157,SIP,33053.89,190.54,82.12,Tamil Nadu,Verified,synthetic_transactions
3624,4,20250601,INV00207,SIP,27161.11,972.12,65.16,Telangana,Verified,synthetic_transactions
3625,6,20250601,INV00232,SIP,28936.32,419.86,123.9,Uttar Pradesh,Verified,synthetic_transactions
3626,6,20250601,INV00113,SIP,25134.11,116.18,86.31,Tamil Nadu,Verified,synthetic_transactions
3627,2,20250601,INV00031,SIP,27425.76,630.04,227.41,Rajasthan,Verified,synthetic_transactions
3628,5,20250601,INV00043,SIP,29833.41,355.49,241.53,Maharashtra,Verified,synthetic_transactions
3629,2,20250601,INV00160,SIP,26477.32,410.28,220.9,Andhra Pradesh,Pending,synthetic_transactions
3630,4,20250601,INV00064,SIP,30990.23,126.2,233.42,Telangana,Verified,synthetic_transactions
3631,4,20250601,INV00030,SIP,35683.21,607.06,166.72,Tamil Nadu,Verified,synthetic_transactions
3632,4,20250601,INV00047,SIP,30824.88,143.69,67.2,West Bengal,Verified,synthetic_transactions
3633,6,20250601,INV00169,SIP,29909.27,122.14,114.13,Telangana,Verified,synthetic_transactions
3634,2,20250601,INV00145,LUMPSUM,46870.01,371.39,203.1,Delhi,Verified,synthetic_transactions
3635,3,20250601,INV00231,SIP,24738.21,155.25,172.07,Karnataka,Verified,synthetic_transactions
3636,6,20250601,INV00015,SIP,26781.44,145.54,235.5,Telangana,Verified,synthetic_transactions
3637,2,20250601,INV00211,SIP,29974.2,1304.36,147.91,Uttar Pradesh,Verified,synthetic_transactions
3638,3,20250601,INV00171,SIP,31912.69,219.94,50.36,Rajasthan,Verified,synthetic_transactions
3639,5,20250601,INV00202,SIP,28216.51,192.97,29.89,West Bengal,Verified,synthetic_transactions
3640,1,20250601,INV00072,SIP,27336.49,540.02,59.85,Telangana,Verified,synthetic_transactions
3641,1,20250601,INV00039,SIP,28811.85,141.92,17.51,West Bengal,Verified,synthetic_transactions
3642,6,20250601,INV00109,SIP,28705.83,234.22,35.75,Tamil Nadu,Verified,synthetic_transactions
3643,1,20250601,INV00135,LUMPSUM,47090.75,196.54,217.71,Delhi,Pending,synthetic_transactions
3644,6,20250601,INV00068,SIP,34806.82,227.94,218.15,Andhra Pradesh,Verified,synthetic_transactions
3645,6,20250601,INV00057,SIP,29037.43,1191.86,79.98,Karnataka,Verified,synthetic_transactions
3646,1,20250601,INV00168,SIP,30725.78,404.5,81.05,Rajasthan,Verified,synthetic_transactions
3647,5,20250601,INV00052,SIP,26179.36,304.0,117.78,Gujarat,Verified,synthetic_transactions
3648,4,20250601,INV00073,LUMPSUM,45568.27,577.09,143.17,Andhra Pradesh,Verified,synthetic_transactions
3649,5,20250601,INV00131,SIP,31444.04,215.65,125.91,Rajasthan,Verified,synthetic_transactions
3650,3,20250601,INV00138,LUMPSUM,49144.97,339.24,26.32,Karnataka,Verified,synthetic_transactions
3651,5,20250601,INV00159,LUMPSUM,45679.05,740.1,55.63,Rajasthan,Verified,synthetic_transactions
3652,1,20250601,INV00120,SIP,32476.58,356.37,87.95,Telangana,Verified,synthetic_transactions
3653,4,20250601,INV00092,LUMPSUM,47822.53,697.48,180.5,Uttar Pradesh,Verified,synthetic_transactions
3654,6,20250601,INV00243,SIP,30985.16,903.46,10.48,Maharashtra,Verified,synthetic_transactions
3655,6,20250601,INV00017,SIP,29890.45,334.1,197.49,Gujarat,Verified,synthetic_transactions
3656,6,20250601,INV00012,LUMPSUM,48491.24,972.6,193.66,Delhi,Verified,synthetic_transactions
3657,4,20250601,INV00166,SIP,31994.32,322.9,175.68,Maharashtra,Verified,synthetic_transactions
3658,6,20250601,INV00119,SIP,19708.96,115.16,220.07,Karnataka,Verified,synthetic_transactions
3659,1,20250601,INV00058,SIP,29062.85,266.42,77.52,Gujarat,Verified,synthetic_transactions
3660,5,20250601,INV00206,LUMPSUM,46190.87,268.35,179.32,Tamil Nadu,Verified,synthetic_transactions
3661,3,20250601,INV00050,SIP,26899.97,232.34,222.95,Andhra Pradesh,Verified,synthetic_transactions
3662,6,20250601,INV00026,SIP,27213.63,322.24,234.78,West Bengal,Verified,synthetic_transactions
3663,6,20250601,INV00238,SIP,30299.28,742.71,84.75,West Bengal,Pending,synthetic_transactions
3664,5,20250601,INV00250,SIP,25170.19,501.34,157.08,Karnataka,Verified,synthetic_transactions
3665,4,20250601,INV00195,SIP,29632.27,605.92,222.76,Rajasthan,Verified,synthetic_transactions
3666,1,20250601,INV00004,SIP,27441.24,1051.31,124.09,Telangana,Verified,synthetic_transactions
3667,4,20250601,INV00023,SIP,27952.67,170.98,232.84,Delhi,Verified,synthetic_transactions
3668,3,20250601,INV00176,SIP,29499.58,382.2,170.51,Maharashtra,Verified,synthetic_transactions
3669,1,20250601,INV00209,SIP,32640.92,580.68,175.3,Andhra Pradesh,Verified,synthetic_transactions
3670,4,20250601,INV00225,SIP,29858.18,190.03,181.24,Karnataka,Verified,synthetic_transactions
3671,5,20250601,INV00055,SIP,27529.22,289.72,11.68,Telangana,Verified,synthetic_transactions
3672,4,20250601,INV00248,SIP,32846.25,456.16,208.7,West Bengal,Pending,synthetic_transactions
3673,1,20250601,INV00234,LUMPSUM,47524.05,397.95,202.61,Andhra Pradesh,Verified,synthetic_transactions
3674,3,20250601,INV00042,SIP,24142.43,163.82,168.22,Andhra Pradesh,Verified,synthetic_transactions
3675,6,20250601,INV00116,SIP,25101.48,158.89,62.56,Karnataka,Verified,synthetic_transactions
3676,2,20250601,INV00226,LUMPSUM,46519.58,304.22,163.53,Tamil Nadu,Pending,synthetic_transactions
3677,4,20250601,INV00038,SIP,30388.06,302.62,202.23,Maharashtra,Verified,synthetic_transactions
3678,2,20250601,INV00105,SIP,25097.66,154.23,163.98,West Bengal,Verified,synthetic_transactions
3679,5,20250601,INV00067,SIP,29033.01,1648.26,187.3,Rajasthan,Verified,synthetic_transactions
3680,1,20250601,INV00024,LUMPSUM,44632.01,271.9,39.03,Gujarat,Verified,synthetic_transactions
3681,3,20250601,INV00172,SIP,30464.65,156.3,145.22,Delhi,Verified,synthetic_transactions
3682,6,20250601,INV00124,LUMPSUM,47453.35,211.08,99.33,Uttar Pradesh,Verified,synthetic_transactions
3683,3,20250601,INV00062,SIP,29340.84,571.66,27.22,Gujarat,Verified,synthetic_transactions
3684,2,20250601,INV00229,SIP,28819.22,591.15,82.61,Uttar Pradesh,Verified,synthetic_transactions
3685,5,20250601,INV00127,SIP,27244.68,127.73,178.14,Gujarat,Verified,synthetic_transactions
3686,3,20250601,INV00007,SIP,24838.5,264.98,105.54,Andhra Pradesh,Pending,synthetic_transactions
3687,6,20250601,INV00217,SIP,32707.24,772.02,167.48,Karnataka,Pending,synthetic_transactions
3688,3,20250601,INV00108,SIP,25000.6,469.69,178.31,Tamil Nadu,Verified,synthetic_transactions
3689,4,20250601,INV00069,SIP,31703.0,226.44,154.04,Andhra Pradesh,Verified,synthetic_transactions
3690,1,20250601,INV00117,SIP,33411.01,186.85,47.1,Uttar Pradesh,Verified,synthetic_transactions
3691,3,20250601,INV00170,SIP,31459.21,305.95,242.16,Rajasthan,Verified,synthetic_transactions
3692,6,20250601,INV00041,SIP,26618.66,470.35,78.68,Gujarat,Verified,synthetic_transactions
3693,1,20250601,INV00143,SIP,25409.76,109.6,50.96,Maharashtra,Verified,synthetic_transactions
3694,2,20250601,INV00218,LUMPSUM,45345.93,302.55,244.87,Maharashtra,Verified,synthetic_transactions
3695,4,20250601,INV00088,SIP,34107.44,205.47,235.01,Maharashtra,Verified,synthetic_transactions
3696,2,20250601,INV00021,SIP,26454.94,137.63,234.07,Karnataka,Verified,synthetic_transactions
3697,5,20250701,INV00143,SIP,32332.47,433.98,249.17,Maharashtra,Pending,synthetic_transactions
3698,6,20250701,INV00007,SIP,26128.02,273.66,214.0,Andhra Pradesh,Verified,synthetic_transactions
3699,1,20250701,INV00098,SIP,26043.99,160.17,214.56,Tamil Nadu,Verified,synthetic_transactions
3700,6,20250701,INV00061,LUMPSUM,48843.47,842.27,182.16,West Bengal,Verified,synthetic_transactions
3701,3,20250701,INV00113,LUMPSUM,46590.85,1986.25,131.79,Tamil Nadu,Verified,synthetic_transactions
3702,4,20250701,INV00182,LUMPSUM,48362.64,379.05,217.21,Telangana,Verified,synthetic_transactions
3703,4,20250701,INV00198,LUMPSUM,50610.69,489.24,149.59,Tamil Nadu,Verified,synthetic_transactions
3704,4,20250701,INV00185,SIP,25815.6,138.83,238.59,Rajasthan,Verified,synthetic_transactions
3705,5,20250701,INV00010,SIP,28670.92,754.66,82.85,Telangana,Verified,synthetic_transactions
3706,5,20250701,INV00105,SIP,31668.25,948.0,84.17,West Bengal,Verified,synthetic_transactions
3707,5,20250701,INV00201,SIP,29754.9,211.4,190.77,Maharashtra,Verified,synthetic_transactions
3708,6,20250701,INV00217,SIP,34281.74,163.25,171.49,Karnataka,Verified,synthetic_transactions
3709,1,20250701,INV00237,SIP,27528.73,317.31,104.8,Rajasthan,Pending,synthetic_transactions
3710,1,20250701,INV00241,SIP,29611.42,119.45,158.51,Gujarat,Verified,synthetic_transactions
3711,4,20250701,INV00068,LUMPSUM,51183.01,2381.83,113.53,Andhra Pradesh,Verified,synthetic_transactions
3712,2,20250701,INV00225,SIP,33713.79,163.05,18.68,Karnataka,Pending,synthetic_transactions
3713,3,20250701,INV00195,SIP,32514.87,1174.42,219.42,Rajasthan,Verified,synthetic_transactions
3714,4,20250701,INV00016,SIP,28651.21,180.11,158.28,Andhra Pradesh,Verified,synthetic_transactions
3715,5,20250701,INV00178,SIP,30816.02,123.8,134.92,Delhi,Verified,synthetic_transactions
3716,5,20250701,INV00025,SIP,32437.9,132.04,114.65,Gujarat,Verified,synthetic_transactions
3717,1,20250701,INV00248,SIP,29434.7,118.12,174.78,West Bengal,Verified,synthetic_transactions
3718,5,20250701,INV00020,SIP,27847.92,167.02,171.46,Tamil Nadu,Verified,synthetic_transactions
3719,1,20250701,INV00115,SIP,29571.05,141.87,147.81,Andhra Pradesh,Verified,synthetic_transactions
3720,3,20250701,INV00069,LUMPSUM,40611.17,170.18,27.18,Andhra Pradesh,Verified,synthetic_transactions
3721,1,20250701,INV00177,SIP,31314.14,177.3,52.64,Tamil Nadu,Pending,synthetic_transactions
3722,1,20250701,INV00046,LUMPSUM,49857.1,301.65,170.34,West Bengal,Verified,synthetic_transactions
3723,5,20250701,INV00056,SIP,26155.88,115.57,211.24,Delhi,Pending,synthetic_transactions
3724,1,20250701,INV00011,SIP,27667.89,286.62,180.14,Karnataka,Verified,synthetic_transactions
3725,6,20250701,INV00031,SIP,31621.7,600.54,134.36,Rajasthan,Verified,synthetic_transactions
3726,1,20250701,INV00121,SIP,29659.25,257.61,196.8,Gujarat,Verified,synthetic_transactions
3727,6,20250701,INV00202,SIP,30270.35,218.44,22.24,West Bengal,Verified,synthetic_transactions
3728,1,20250701,INV00034,SIP,26006.57,126.88,136.71,Rajasthan,Verified,synthetic_transactions
3729,1,20250701,INV00142,SIP,29853.36,158.98,248.99,Andhra Pradesh,Verified,synthetic_transactions
3730,1,20250701,INV00220,SIP,34403.51,313.77,163.01,Maharashtra,Verified,synthetic_transactions
3731,5,20250701,INV00026,SIP,31745.05,274.26,216.41,West Bengal,Verified,synthetic_transactions
3732,6,20250701,INV00112,SIP,29002.84,454.58,121.28,Rajasthan,Verified,synthetic_transactions
3733,5,20250701,INV00019,SIP,31121.75,140.65,215.14,Rajasthan,Verified,synthetic_transactions
3734,6,20250701,INV00197,SIP,34754.94,390.55,93.31,Karnataka,Verified,synthetic_transactions
3735,5,20250701,INV00181,SIP,28387.33,541.55,130.81,Uttar Pradesh,Verified,synthetic_transactions
3736,2,20250701,INV00160,SIP,23518.85,194.57,106.91,Andhra Pradesh,Verified,synthetic_transactions
3737,3,20250701,INV00119,SIP,32809.98,148.45,34.52,Karnataka,Pending,synthetic_transactions
3738,6,20250701,INV00097,SIP,33130.89,213.04,211.08,Uttar Pradesh,Verified,synthetic_transactions
3739,5,20250701,INV00109,SIP,29363.51,365.86,164.68,Tamil Nadu,Verified,synthetic_transactions
3740,5,20250701,INV00186,SIP,32714.63,1719.97,225.72,Gujarat,Pending,synthetic_transactions
3741,5,20250701,INV00223,SIP,35156.87,169.61,20.65,Karnataka,Verified,synthetic_transactions
3742,1,20250701,INV00017,SIP,32756.44,205.23,125.55,Gujarat,Verified,synthetic_transactions
3743,2,20250701,INV00147,SIP,31393.12,488.38,248.23,Maharashtra,Verified,synthetic_transactions
3744,3,20250701,INV00070,SIP,30206.57,122.34,65.31,Gujarat,Verified,synthetic_transactions
3745,5,20250701,INV00174,SIP,30644.12,168.36,162.44,Maharashtra,Verified,synthetic_transactions
3746,2,20250701,INV00039,SIP,28338.09,196.78,242.69,West Bengal,Verified,synthetic_transactions
3747,4,20250701,INV00133,SIP,32490.62,169.91,189.42,Delhi,Verified,synthetic_transactions
3748,5,20250701,INV00226,SIP,28097.58,1273.47,213.28,Tamil Nadu,Verified,synthetic_transactions
3749,4,20250701,INV00239,SIP,30785.6,1078.33,244.93,Andhra Pradesh,Verified,synthetic_transactions
3750,6,20250701,INV00120,LUMPSUM,48628.69,333.38,124.12,Telangana,Verified,synthetic_transactions
3751,5,20250701,INV00137,SIP,29475.27,129.35,98.31,Andhra Pradesh,Verified,synthetic_transactions
3752,1,20250701,INV00067,SIP,31564.1,314.87,99.72,Rajasthan,Verified,synthetic_transactions
3753,1,20250701,INV00218,SIP,30412.01,141.23,90.28,Maharashtra,Pending,synthetic_transactions
3754,4,20250701,INV00155,SIP,29438.15,123.97,67.34,West Bengal,Verified,synthetic_transactions
3755,3,20250701,INV00169,SIP,25431.42,259.55,173.8,Telangana,Verified,synthetic_transactions
3756,2,20250701,INV00230,SIP,24658.99,386.32,11.45,Tamil Nadu,Verified,synthetic_transactions
3757,4,20250701,INV00234,SIP,34389.3,459.12,11.57,Andhra Pradesh,Verified,synthetic_transactions
3758,3,20250701,INV00157,SIP,27572.99,147.64,162.29,Tamil Nadu,Verified,synthetic_transactions
3759,5,20250701,INV00118,SIP,31981.72,256.7,105.91,Telangana,Verified,synthetic_transactions
3760,3,20250701,INV00085,LUMPSUM,48312.46,231.11,39.84,Karnataka,Verified,synthetic_transactions
3761,1,20250701,INV00126,SIP,33771.12,341.62,23.03,Maharashtra,Verified,synthetic_transactions
3762,4,20250701,INV00168,SIP,29336.24,151.79,18.47,Rajasthan,Verified,synthetic_transactions
3763,3,20250701,INV00246,SIP,28854.97,166.56,241.01,Gujarat,Verified,synthetic_transactions
3764,1,20250701,INV00110,SIP,31664.35,138.22,171.52,Gujarat,Verified,synthetic_transactions
3765,2,20250701,INV00173,SIP,32139.8,739.47,189.95,Rajasthan,Verified,synthetic_transactions
3766,4,20250701,INV00235,LUMPSUM,48626.11,232.47,36.38,Maharashtra,Verified,synthetic_transactions
3767,3,20250701,INV00074,SIP,33549.7,366.35,174.12,Rajasthan,Verified,synthetic_transactions
3768,2,20250701,INV00159,SIP,30945.18,172.51,106.73,Rajasthan,Verified,synthetic_transactions
3769,1,20250701,INV00116,SIP,27040.32,330.57,43.78,Karnataka,Pending,synthetic_transactions
3770,1,20250701,INV00076,LUMPSUM,43961.26,221.15,242.51,Andhra Pradesh,Verified,synthetic_transactions
3771,5,20250701,INV00238,SIP,28757.54,125.3,175.64,West Bengal,Verified,synthetic_transactions
3772,1,20250701,INV00083,LUMPSUM,46772.04,439.42,247.0,Telangana,Verified,synthetic_transactions
3773,1,20250701,INV00030,LUMPSUM,45042.32,2310.0,195.86,Tamil Nadu,Verified,synthetic_transactions
3774,3,20250701,INV00127,LUMPSUM,46666.53,223.43,197.01,Gujarat,Verified,synthetic_transactions
3775,1,20250701,INV00080,SIP,28051.04,745.78,209.34,Uttar Pradesh,Verified,synthetic_transactions
3776,1,20250701,INV00087,SIP,25331.68,160.73,119.09,Maharashtra,Pending,synthetic_transactions
3777,1,20250701,INV00006,LUMPSUM,47972.54,235.13,49.48,Uttar Pradesh,Verified,synthetic_transactions
3778,5,20250701,INV00057,SIP,32721.86,1439.36,58.23,Karnataka,Verified,synthetic_transactions
3779,3,20250701,INV00187,SIP,27541.96,219.11,231.23,Telangana,Verified,synthetic_transactions
3780,5,20250701,INV00232,SIP,29073.17,741.93,190.21,Uttar Pradesh,Verified,synthetic_transactions
3781,4,20250701,INV00171,SIP,31387.83,157.72,37.45,Rajasthan,Verified,synthetic_transactions
3782,5,20250701,INV00066,LUMPSUM,47991.42,202.55,28.3,Maharashtra,Verified,synthetic_transactions
3783,2,20250701,INV00141,SIP,32250.75,169.6,180.64,Gujarat,Verified,synthetic_transactions
3784,2,20250701,INV00125,SIP,28235.57,701.06,88.33,Andhra Pradesh,Verified,synthetic_transactions
3785,5,20250801,INV00058,SIP,27846.9,1126.4,138.65,Gujarat,Verified,synthetic_transactions
3786,3,20250801,INV00235,SIP,30142.13,334.26,210.05,Maharashtra,Verified,synthetic_transactions
3787,5,20250801,INV00211,SIP,31490.97,151.83,161.2,Uttar Pradesh,Verified,synthetic_transactions
3788,4,20250801,INV00016,SIP,31737.43,451.22,81.9,Andhra Pradesh,Pending,synthetic_transactions
3789,5,20250801,INV00186,LUMPSUM,48082.06,203.51,179.57,Gujarat,Verified,synthetic_transactions
3790,3,20250801,INV00138,LUMPSUM,44078.09,289.08,60.29,Karnataka,Verified,synthetic_transactions
3791,1,20250801,INV00099,LUMPSUM,42060.41,2369.14,73.89,Telangana,Verified,synthetic_transactions
3792,4,20250801,INV00011,SIP,26950.5,243.99,223.37,Karnataka,Verified,synthetic_transactions
3793,6,20250801,INV00223,SIP,30716.11,409.29,218.12,Karnataka,Verified,synthetic_transactions
3794,6,20250801,INV00180,SIP,31145.1,150.75,36.9,Tamil Nadu,Verified,synthetic_transactions
